cat,name,ra,dec,size,bri
IC, 905,13h40m06s,+23d10m00s,0.8,1
IC, 906,13h40m06s,+23d22m00s,0.8,1
IC, 908,13h41m12s,-04d19m00s,0.8,1
IC, 910,13h41m06s,+23d17m00s,0.5,1
IC, 911,13h41m24s,+23d15m00s,0.4,1
IC, 912,13h41m24s,+23d15m00s,0.6,1
IC, 913,13h41m30s,+23d10m00s,1.0,1
IC, 914,13h41m42s,+23d12m00s,0.6,1
IC, 916,13h42m36s,+24d28m00s,0.5,1
IC, 920,13h45m30s,-12d34m00s,0.4,1
IC, 922,13h43m18s,+55d36m00s,0.1,2
IC, 928,13h43m42s,+55d37m00s,0.1,2
IC, 931,13h43m48s,+55d37m00s,0.1,2
IC, 933,13h45m18s,+23d13m00s,1.3,1
IC, 939,13h47m42s,+03d24m00s,1.0,1
IC, 942,13h47m36s,+56d36m00s,0.3,1
IC, 943,13h50m30s,+03d11m00s,0.6,1
IC, 944,13h51m30s,+14d05m00s,1.7,1
IC, 945,13h48m00s,+72d03m00s,0.5,1
IC, 946,13h52m06s,+14d06m00s,1.0,1
IC, 947,13h52m42s,+00d48m00s,1.7,1
IC, 948,13h52m24s,+14d05m00s,1.2,1
IC, 949,13h52m12s,+22d31m00s,1.2,1
IC, 950,13h52m24s,+14d29m00s,1.4,1
IC, 951,13h51m42s,+51d00m00s,1.4,1
IC, 952,13h53m42s,+03d22m00s,1.4,1
IC, 954,13h50m00s,+71d10m00s,1.3,2
IC, 959,13h56m00s,+13d30m00s,1.8,1
IC, 960,13h56m00s,+17d31m00s,0.8,1
IC, 963,13h57m24s,+17d25m00s,0.7,1
IC, 964,13h57m42s,+17d31m00s,0.3,1
IC, 965,13h57m48s,+17d31m00s,0.8,1
IC, 966,13h58m12s,+05d24m00s,1.6,1
IC, 967,13h58m24s,+14d27m00s,0.7,1
IC, 970,14h02m30s,+14d33m00s,1.2,1
IC, 972,14h04m24s,-17d15m00s,0.7,1
IC, 976,14h08m42s,-01d09m00s,1.5,1
IC, 977,14h08m42s,-03d00m00s,0.6,1
IC, 978,14h09m00s,-02d58m00s,0.8,1
IC, 981,14h10m30s,-04d10m00s,0.6,1
IC, 982,14h10m00s,+17d42m00s,1.5,2
IC, 983,14h10m06s,+17d44m00s,5.5,2
IC, 984,14h10m06s,+18d22m00s,1.9,1
IC, 985,14h11m30s,-03d14m00s,0.5,1
IC, 987,14h11m30s,+19d11m00s,1.2,1
IC, 989,14h14m48s,+03d07m00s,1.3,1
IC, 990,14h15m42s,+39d47m00s,0.6,1
IC, 991,14h17m42s,-13d53m00s,1.4,1
IC, 992,14h18m18s,+00d53m00s,1.6,1
IC, 994,14h18m18s,+11d11m00s,1.4,1
IC, 995,14h16m36s,+57d48m00s,1.4,1
IC, 997,14h19m54s,-04d27m00s,1.0,1
IC, 999,14h19m36s,+17d52m00s,0.8,1
IC,1000,14h19m42s,+17d51m00s,0.8,1
IC,1006,14h23m00s,+23d47m00s,1.0,1
IC,1010,14h27m18s,+01d02m00s,2.3,1
IC,1011,14h28m06s,+01d00m00s,0.4,1
IC,1014,14h28m18s,+13d47m00s,2.8,1
IC,1015,14h28m18s,+15d25m00s,0.6,1
IC,1017,14h28m06s,+25d52m00s,1.1,1
IC,1018,14h28m18s,+25d51m00s,2.3,1
IC,1019,14h28m06s,+25d56m00s,0.4,1
IC,1020,14h28m48s,+26d02m00s,1.2,1
IC,1021,14h29m12s,+20d40m00s,1.2,1
IC,1022,14h30m00s,+03d46m00s,1.2,1
IC,1024,14h31m24s,+03d00m00s,1.6,1
IC,1029,14h32m30s,+49d54m00s,3.0,2
IC,1035,14h38m06s,+09d20m00s,0.7,1
IC,1037,14h38m24s,+18d10m00s,0.8,1
IC,1044,14h41m30s,+09d26m00s,1.0,1
IC,1046,14h37m48s,+69d00m00s,0.8,1
IC,1047,14h42m24s,+19d10m00s,0.6,1
IC,1048,14h42m54s,+04d53m00s,2.5,1
IC,1052,14h44m12s,+20d37m00s,1.1,1
IC,1053,14h45m36s,+16d57m00s,0.5,1
IC,1054,14h46m30s,+01d16m00s,1.2,1
IC,1055,14h47m24s,-13d44m00s,2.6,2
IC,1056,14h45m48s,+50d25m00s,2.0,1
IC,1058,14h49m06s,+17d02m00s,1.6,1
IC,1060,14h51m54s,-07d13m00s,1.0,1
IC,1062,14h51m18s,+18d41m00s,0.3,1
IC,1065,14h49m18s,+63d16m00s,1.3,1
IC,1066,14h53m00s,+03d18m00s,1.6,1
IC,1067,14h53m06s,+03d20m00s,2.3,2
IC,1068,14h53m30s,+03d04m00s,0.2,1
IC,1071,14h54m12s,+04d45m00s,1.2,1
IC,1072,14h54m12s,+04d51m00s,0.5,1
IC,1074,14h52m00s,+51d17m00s,1.0,1
IC,1075,14h54m48s,+18d06m00s,1.3,1
IC,1076,14h55m00s,+18d02m00s,1.2,2
IC,1077,14h57m24s,-19d13m00s,2.0,2
IC,1080,14h58m06s,-06d42m00s,0.4,1
IC,1081,14h58m54s,-19d14m00s,1.6,2
IC,1083,14h55m36s,+68d24m00s,0.7,1
IC,1084,15h01m18s,-07d27m00s,0.4,1
IC,1085,15h02m42s,+17d14m00s,1.2,1
IC,1090,15h03m42s,+42d41m00s,0.4,2
IC,1091,15h08m12s,-11d09m00s,1.4,2
IC,1093,15h07m42s,+14d33m00s,1.0,1
IC,1094,15h07m42s,+14d38m00s,0.5,1
IC,1096,15h08m30s,+19d11m00s,1.1,1
IC,1097,15h08m30s,+19d11m00s,1.1,1
IC,1099,15h06m54s,+56d31m00s,1.4,2
IC,1100,15h06m18s,+63d00m00s,1.0,1
IC,1102,15h11m06s,+04d18m00s,1.2,1
IC,1110,15h12m06s,+67d22m00s,1.3,1
IC,1113,15h18m18s,+12d29m00s,0.6,1
IC,1116,15h21m54s,+08d26m00s,1.2,1
IC,1118,15h25m06s,+13d26m00s,0.8,1
IC,1119,15h25m42s,-03d39m00s,0.5,1
IC,1122,15h29m30s,+07d35m00s,0.2,1
IC,1125,15h33m06s,-01d38m00s,1.7,1
IC,1129,15h32m00s,+68d15m00s,1.2,1
IC,1130,15h37m48s,+17d15m00s,0.6,1
IC,1131,15h38m54s,+12d05m00s,1.0,2
IC,1132,15h40m00s,+20d40m00s,1.1,1
IC,1133,15h41m12s,+15d34m00s,1.3,1
IC,1134,15h44m54s,+16d58m00s,0.4,1
IC,1135,15h45m36s,+17d42m00s,0.6,1
IC,1138,15h48m12s,+26d12m00s,1.0,1
IC,1143,15h30m42s,+82d28m00s,1.8,2
IC,1144,15h51m18s,+43d25m00s,0.6,1
IC,1146,15h48m30s,+69d23m00s,0.9,1
IC,1147,15h50m06s,+69d33m00s,0.4,1
IC,1152,15h56m42s,+48d05m00s,1.0,1
IC,1154,15h52m30s,+70d23m00s,1.8,1
IC,1155,16h00m36s,+15d42m00s,1.3,2
IC,1157,16h01m00s,+15d31m00s,0.6,1
IC,1158,16h01m30s,+01d43m00s,2.9,1
IC,1161,16h01m18s,+15d39m00s,0.6,1
IC,1163,16h01m30s,+15d30m00s,0.2,1
IC,1167,16h03m54s,+14d57m00s,0.5,2
IC,1168,16h04m00s,+14d54m00s,0.5,1
IC,1169,16h04m12s,+13d45m00s,1.0,1
IC,1170,16h04m30s,+17d43m00s,0.3,2
IC,1173,16h05m12s,+17d25m00s,1.3,2
IC,1174,16h05m24s,+15d02m00s,1.0,1
IC,1178,16h05m30s,+17d36m00s,1.4,2
IC,1179,16h05m24s,+17d45m00s,0.6,1
IC,1181,16h05m36s,+17d35m00s,1.1,2
IC,1182,16h05m36s,+17d48m00s,0.6,1
IC,1183,16h05m36s,+17d46m00s,0.9,1
IC,1184,16h05m42s,+17d47m00s,0.1,1
IC,1185,16h05m42s,+17d43m00s,0.8,1
IC,1186,16h05m42s,+17d22m00s,0.8,2
IC,1187,15h59m18s,+70d34m00s,0.3,1
IC,1188,16h06m06s,+17d27m00s,0.5,2
IC,1189,16h06m12s,+18d11m00s,0.6,2
IC,1191,16h06m30s,+18d16m00s,0.5,2
IC,1192,16h06m36s,+17d46m00s,0.7,2
IC,1193,16h06m30s,+17d43m00s,0.4,2
IC,1194,16h06m42s,+17d46m00s,0.5,1
IC,1195,16h06m42s,+17d12m00s,0.6,2
IC,1196,16h08m00s,+10d47m00s,1.1,1
IC,1197,16h08m18s,+07d32m00s,2.8,1
IC,1198,16h08m36s,+12d20m00s,0.6,1
IC,1199,16h10m36s,+10d02m00s,1.3,1
IC,1200,16h04m30s,+69d42m00s,1.4,1
IC,1201,16h05m48s,+69d37m00s,1.1,1
IC,1202,16h13m00s,+09d52m00s,1.7,1
IC,1205,16h14m18s,+09d31m00s,0.6,1
IC,1206,16h15m18s,+11d18m00s,1.1,1
IC,1209,16h18m42s,+15d34m00s,0.3,2
IC,1210,16h14m30s,+62d33m00s,1.6,1
IC,1211,16h16m48s,+53d01m00s,1.2,1
IC,1214,16h16m12s,+65d58m00s,1.1,1
IC,1215,16h15m36s,+68d25m00s,1.3,1
IC,1216,16h16m00s,+68d22m00s,1.1,1
IC,1218,16h16m48s,+68d13m00s,0.9,1
IC,1219,16h24m24s,+19d28m00s,1.4,1
IC,1221,16h34m42s,+46d24m00s,1.3,1
IC,1222,16h35m06s,+46d13m00s,1.9,2
IC,1224,16h42m54s,+19d15m00s,0.7,1
IC,1225,16h36m54s,+67d38m00s,1.5,1
IC,1228,16h42m00s,+65d34m00s,1.6,1
IC,1229,16h45m00s,+51d17m00s,1.0,1
IC,1231,16h46m54s,+58d27m00s,2.4,1
IC,1236,16h58m30s,+20d02m00s,1.2,2
IC,1237,16h56m18s,+55d02m00s,2.1,2
IC,1239,17h00m48s,+23d01m00s,2.1,1
IC,1241,17h01m24s,+63d42m00s,1.7,1
IC,1242,17h08m42s,+04d02m00s,1.0,1
IC,1244,17h10m36s,+36d17m00s,1.2,1
IC,1245,17h12m36s,+38d02m00s,1.7,1
IC,1248,17h11m48s,+60d00m00s,1.5,2
IC,1251,17h10m06s,+72d24m00s,1.7,1
IC,1254,17h11m30s,+72d24m00s,1.9,1
IC,1255,17h23m06s,+12d41m00s,1.1,1
IC,1256,17h23m48s,+26d28m00s,1.7,1
IC,1258,17h27m18s,+58d31m00s,1.2,2
IC,1259,17h27m24s,+58d33m00s,1.5,2
IC,1262,17h33m00s,+43d45m00s,1.5,1
IC,1263,17h33m06s,+43d49m00s,1.7,1
IC,1264,17h33m18s,+43d38m00s,1.4,1
IC,1265,17h36m42s,+42d05m00s,2.1,1
IC,1267,17h38m42s,+59d23m00s,1.7,2
IC,1269,17h52m06s,+21d34m00s,1.9,2
IC,1274,18h09m30s,-23d44m00s,9.0,2
IC,1275,18h10m00s,-23d50m00s,10.0,2
IC,1276,18h10m42s,-07d12m00s,7.1,2
IC,1280,18h12m12s,+25d40m00s,0.4,1
IC,1284,18h17m42s,-19d40m00s,10.0,2
IC,1286,18h16m12s,+55d34m00s,1.5,1
IC,1287,18h31m18s,-10d50m00s,44.0,2
IC,1288,18h29m24s,+39d43m00s,1.3,1
IC,1291,18h33m54s,+49d16m00s,2.4,1
IC,1295,18h54m36s,-08d50m00s,1.4,1
IC,1296,18h53m18s,+33d04m00s,1.3,1
IC,1297,19h17m24s,-39d37m00s,0.1,2
IC,1301,19h26m36s,+49d45m00s,1.4,2
IC,1302,19h30m54s,+35d47m00s,1.0,1
IC,1303,19h31m30s,+35d53m00s,1.5,1
IC,1309,20h03m06s,-17d14m00s,2.0,2
IC,1311,20h10m18s,+41d13m00s,60.0,1
IC,1313,20h18m42s,-16d57m00s,2.6,2
IC,1317,20h23m18s,+00d40m00s,0.9,1
IC,1318,20h22m12s,+40d15m00s,240.0,2
IC,1319,20h26m00s,-18d31m00s,0.6,1
IC,1320,20h26m24s,+02d55m00s,1.0,1
IC,1321,20h28m12s,-18d18m00s,0.6,1
IC,1328,20h42m00s,-19d38m00s,0.8,1
IC,1330,20h46m18s,-14d02m00s,0.8,1
IC,1331,20h47m54s,-09d59m00s,1.8,1
IC,1332,20h51m54s,-13d43m00s,0.8,1
IC,1334,20h52m12s,-16d17m00s,1.1,1
IC,1336,20h55m06s,-18d04m00s,0.6,1
IC,1339,20h57m54s,-17d57m00s,1.9,2
IC,1340,20h56m12s,+31d04m00s,25.0,2
IC,1341,21h00m24s,-13d58m00s,0.5,1
IC,1344,21h01m18s,-13d22m00s,0.6,1
IC,1347,21h01m42s,-13d19m00s,1.3,2
IC,1350,21h02m00s,-13d51m00s,0.6,1
IC,1359,21h08m42s,+12d27m00s,1.1,1
IC,1361,21h11m30s,+05d03m00s,1.1,1
IC,1364,21h13m18s,+02d47m00s,0.3,1
IC,1365,21h13m54s,+02d35m00s,0.2,1
IC,1369,21h12m06s,+47d44m00s,4.0,3
IC,1371,21h20m18s,-04d53m00s,0.8,1
IC,1373,21h20m36s,+01d05m00s,0.3,1
IC,1377,21h25m24s,+04d19m00s,0.6,1
IC,1381,21h27m36s,-01d11m00s,0.5,1
IC,1384,21h27m48s,-01d22m00s,0.6,1
IC,1385,21h28m54s,-01d04m00s,0.4,1
IC,1386,21h29m36s,-21d12m00s,2.1,2
IC,1387,21h29m36s,-01d21m00s,0.4,1
IC,1388,21h29m54s,-00d38m00s,0.4,1
IC,1392,21h35m36s,+35d24m00s,1.7,1
IC,1394,21h40m12s,+14d38m00s,0.8,1
IC,1396,21h39m06s,+57d30m00s,170.0,3
IC,1398,21h45m54s,+09d28m00s,0.8,1
IC,1401,21h46m54s,+01d42m00s,2.2,2
IC,1405,21h50m48s,+02d01m00s,1.0,1
IC,1408,21h53m12s,-13d21m00s,0.6,1
IC,1411,21h56m06s,-01d31m00s,0.9,1
IC,1412,21h58m18s,-17d11m00s,1.6,2
IC,1417,22h00m24s,-13d09m00s,1.4,2
IC,1418,22h02m00s,+04d21m00s,0.8,1
IC,1420,22h02m36s,+19d45m00s,1.6,1
IC,1421,22h03m06s,-09d57m00s,0.3,1
IC,1423,22h03m12s,+04d18m00s,1.1,1
IC,1424,22h03m12s,+11d13m00s,1.0,1
IC,1433,22h12m12s,-12d46m00s,0.4,1
IC,1434,22h10m30s,+52d50m00s,8.0,2
IC,1435,22h13m30s,-22d06m00s,0.9,1
IC,1436,22h13m54s,-10d11m00s,0.2,1
IC,1437,22h15m42s,+02d03m00s,1.1,1
IC,1438,22h16m30s,-21d26m00s,2.4,2
IC,1439,22h16m42s,-21d29m00s,1.8,2
IC,1440,22h16m30s,-16d00m00s,0.6,1
IC,1441,22h15m18s,+37d18m00s,0.9,2
IC,1443,22h19m06s,-20d56m00s,1.7,2
IC,1444,22h22m18s,+05d08m00s,1.1,1
IC,1445,22h25m30s,-17d15m00s,2.1,2
IC,1448,22h34m36s,-12d56m00s,1.0,1
IC,1451,22h46m12s,-10d22m00s,0.4,1
IC,1453,22h46m48s,-13d27m00s,0.6,1
IC,1454,22h42m36s,+80d27m00s,0.6,1
IC,1455,22h53m54s,+01d23m00s,1.0,1
IC,1458,22h56m48s,-07d23m00s,1.2,1
IC,1460,22h57m06s,+04d41m00s,0.4,1
IC,1467,23h04m54s,-03d13m00s,0.7,1
IC,1468,23h05m12s,-03d11m00s,0.6,1
IC,1470,23h05m12s,+60d15m00s,15.0,2
IC,1471,23h08m42s,-12d39m00s,0.7,1
IC,1472,23h09m12s,+17d14m00s,0.9,1
IC,1473,23h11m06s,+29d38m00s,2.1,1
IC,1474,23h12m48s,+05d47m00s,1.1,1
IC,1477,23h17m12s,-06d56m00s,0.6,1
IC,1478,23h18m12s,+10d18m00s,1.7,1
IC,1479,23h18m42s,-10d25m00s,0.8,1
IC,1481,23h19m24s,+05d54m00s,0.9,1
IC,1482,23h20m48s,+01d44m00s,0.3,1
IC,1483,23h22m24s,+11d18m00s,0.6,1
IC,1485,23h22m42s,+11d21m00s,0.3,1
IC,1486,23h23m48s,+09d39m00s,1.6,1
IC,1489,23h26m30s,-12d31m00s,0.4,1
IC,1491,23h29m24s,-16d18m00s,0.5,1
IC,1492,23h30m42s,-03d02m00s,0.8,1
IC,1495,23h30m48s,-13d30m00s,1.0,1
IC,1498,23h32m00s,-05d00m00s,1.4,1
IC,1501,23h34m48s,-03d08m00s,1.0,1
IC,1502,23h36m12s,+75d40m00s,1.3,1
IC,1503,23h38m30s,+04d49m00s,1.0,1
IC,1504,23h41m18s,+04d02m00s,1.9,1
IC,1506,23h44m48s,+04d44m00s,0.6,1
IC,1507,23h45m36s,+01d42m00s,1.4,1
IC,1508,23h45m54s,+12d04m00s,2.0,2
IC,1509,23h47m12s,-15d17m00s,1.3,1
IC,1510,23h50m42s,+02d07m00s,0.6,1
IC,1513,23h53m30s,+11d20m00s,1.0,1
IC,1514,23h54m12s,-13d35m00s,0.8,1
IC,1515,23h56m12s,-00d59m00s,1.2,2
IC,1516,23h56m18s,-00d55m00s,1.6,2
IC,1520,23h58m00s,-14d02m00s,0.5,1
IC,1524,23h59m18s,-04d09m00s,1.9,2
IC,1525,23h59m24s,+46d54m00s,2.1,2
IC,1530,00h07m18s,+32d37m00s,1.8,2
IC,1531,00h09m36s,-32d17m00s,1.9,2
IC,1532,00h09m54s,-64d22m00s,1.6,2
IC,1536,00h14m12s,+48d08m00s,0.7,1
IC,1542,00h20m36s,+22d37m00s,0.7,1
IC,1543,00h20m54s,+21d53m00s,0.8,1
IC,1550,00h24m24s,+38d12m00s,0.6,1
IC,1551,00h27m36s,+08d53m00s,2.7,1
IC,1552,00h29m36s,+21d29m00s,1.1,1
IC,1553,00h32m42s,-25d35m00s,1.0,1
IC,1554,00h33m06s,-32d16m00s,1.6,2
IC,1555,00h34m36s,-30d01m00s,1.5,2
IC,1557,00h35m30s,-02d51m00s,0.6,1
IC,1558,00h35m48s,-25d22m00s,3.4,2
IC,1559,00h36m54s,+23d59m00s,0.9,2
IC,1561,00h38m30s,-24d20m00s,1.3,1
IC,1562,00h38m36s,-24d17m00s,2.1,2
IC,1563,00h39m00s,-09d01m00s,0.6,2
IC,1565,00h39m24s,+06d43m00s,1.7,2
IC,1566,00h39m24s,+06d48m00s,0.6,1
IC,1568,00h39m54s,+06d50m00s,0.8,1
IC,1569,00h40m24s,+06d42m00s,0.2,1
IC,1571,00h40m42s,-00d19m00s,1.3,1
IC,1574,00h43m06s,-22d15m00s,2.5,2
IC,1576,00h44m12s,-25d06m00s,0.6,1
IC,1578,00h44m30s,-25d04m00s,0.6,1
IC,1579,00h45m36s,-26d34m00s,0.8,1
IC,1582,00h46m18s,-24d18m00s,1.2,1
IC,1584,00h47m24s,+27d49m00s,1.8,1
IC,1587,00h48m48s,-23d34m00s,0.8,1
IC,1591,00h52m06s,-22d41m00s,1.3,2
IC,1592,00h53m30s,+05d46m00s,1.1,1
IC,1594,00h53m42s,-47d39m00s,1.2,2
IC,1595,00h53m48s,-45d11m00s,1.2,2
IC,1596,00h54m42s,+21d31m00s,2.5,1
IC,1597,00h53m30s,-58d07m00s,1.4,2
IC,1598,00h54m42s,+05d46m00s,1.3,1
IC,1599,00h54m30s,-23d29m00s,0.8,1
IC,1600,00h55m00s,-23d31m00s,0.7,1
IC,1602,00h55m54s,-09d59m00s,0.7,1
IC,1603,00h57m00s,-45d25m00s,1.3,2
IC,1605,00h57m36s,-48d54m00s,1.6,2
IC,1607,00h58m54s,+00d36m00s,1.1,1
IC,1608,00h59m24s,-34d20m00s,1.7,2
IC,1609,00h59m48s,-40d20m00s,1.4,2
IC,1610,01h01m42s,-15d34m00s,1.2,1
IC,1613,01h04m48s,+02d07m00s,12.0,2
IC,1615,01h04m06s,-51d08m00s,1.2,2
IC,1616,01h04m54s,-27d26m00s,1.7,2
IC,1617,01h04m18s,-51d02m00s,1.5,2
IC,1618,01h06m00s,+32d25m00s,1.2,1
IC,1620,01h07m06s,+13d58m00s,1.2,1
IC,1625,01h07m42s,-46d54m00s,2.1,2
IC,1627,01h08m12s,-46d06m00s,2.5,2
IC,1628,01h08m48s,-28d35m00s,1.4,2
IC,1630,01h08m18s,-46d45m00s,1.7,2
IC,1631,01h08m48s,-46d29m00s,1.3,2
IC,1633,01h09m54s,-45d56m00s,3.0,2
IC,1637,01h11m00s,-30d26m00s,1.8,2
IC,1638,01h12m18s,+33d21m00s,0.4,1
IC,1639,01h11m48s,-00d39m00s,0.8,1
IC,1646,01h12m42s,+15d41m00s,0.5,1
IC,1649,01h11m48s,-55d51m00s,1.6,2
IC,1650,01h12m18s,-50d24m00s,1.5,2
IC,1652,01h15m00s,+31d58m00s,1.4,1
IC,1653,01h15m06s,+33d23m00s,1.1,1
IC,1654,01h15m12s,+30d12m00s,1.6,1
IC,1657,01h14m06s,-32d39m00s,2.1,2
IC,1659,01h16m06s,+30d21m00s,1.6,1
IC,1672,01h20m42s,+29d42m00s,1.8,1
IC,1675,01h21m00s,+34d16m00s,0.8,1
IC,1677,01h21m12s,+33d14m00s,0.9,1
IC,1679,01h21m48s,+33d28m00s,0.5,1
IC,1680,01h21m54s,+33d18m00s,0.6,1
IC,1683,01h22m36s,+34d27m00s,1.7,1
IC,1685,01h23m00s,+33d11m00s,1.9,1
IC,1687,01h23m24s,+33d17m00s,0.4,1
IC,1689,01h23m48s,+33d04m00s,0.7,1
IC,1696,01h24m54s,-01d37m00s,1.4,2
IC,1701,01h25m48s,+18d11m00s,1.6,1
IC,1702,01h25m54s,+16d36m00s,1.5,1
IC,1703,01h26m24s,-01d38m00s,2.3,2
IC,1706,01h27m12s,+14d47m00s,1.4,2
IC,1709,01h27m54s,-35d43m00s,2.7,2
IC,1711,01h30m54s,+17d11m00s,2.7,1
IC,1713,01h32m42s,+35d20m00s,2.2,1
IC,1715,01h33m36s,+12d34m00s,0.8,1
IC,1719,01h37m36s,-33d55m00s,2.1,2
IC,1720,01h40m24s,-28d55m00s,1.3,2
IC,1721,01h41m24s,+08d30m00s,1.2,1
IC,1722,01h43m00s,-34d11m00s,1.8,2
IC,1723,01h43m12s,+08d53m00s,3.5,2
IC,1724,01h43m12s,-34d15m00s,1.6,2
IC,1727,01h47m30s,+27d20m00s,6.2,2
IC,1728,01h47m42s,-33d36m00s,1.4,2
IC,1729,01h47m54s,-26d53m00s,1.9,2
IC,1730,01h50m00s,+21d58m00s,0.6,1
IC,1731,01h50m12s,+27d12m00s,1.7,2
IC,1732,01h50m48s,+35d55m00s,1.7,1
IC,1734,01h49m18s,-32d45m00s,1.5,2
IC,1736,01h50m54s,+18d18m00s,1.4,1
IC,1738,01h51m06s,-09d47m00s,1.2,2
IC,1741,01h51m54s,-16d47m00s,0.7,1
IC,1742,01h53m12s,+22d43m00s,0.7,1
IC,1743,01h52m54s,+12d43m00s,2.1,2
IC,1744,01h53m36s,+19d50m00s,1.4,1
IC,1746,01h54m18s,+04d48m00s,1.9,2
IC,1747,01h57m36s,+63d20m00s,0.2,1
IC,1748,01h56m06s,+17d39m00s,1.2,1
IC,1749,01h56m12s,+06d45m00s,1.2,1
IC,1750,01h56m24s,+04d05m00s,1.1,1
IC,1754,01h56m54s,+04d02m00s,1.1,1
IC,1755,01h57m12s,+14d34m00s,1.6,1
IC,1759,01h57m54s,-32d59m00s,1.8,2
IC,1762,01h57m48s,-33d14m00s,1.7,2
IC,1764,02h00m24s,+24d34m00s,1.7,1
IC,1768,02h00m48s,-25d02m00s,1.9,2
IC,1772,02h02m36s,+07d44m00s,0.6,1
IC,1773,02h04m00s,+30d49m00s,1.4,1
IC,1774,02h03m54s,+15d18m00s,2.1,1
IC,1775,02h05m18s,+13d31m00s,0.6,1
IC,1776,02h05m12s,+06d06m00s,2.3,1
IC,1780,02h07m00s,+14d44m00s,0.6,1
IC,1782,02h07m18s,-25d27m00s,2.2,2
IC,1784,02h16m12s,+32d39m00s,1.6,1
IC,1788,02h15m48s,-31d12m00s,2.5,1
IC,1791,02h17m42s,+12d29m00s,1.2,1
IC,1792,02h19m00s,+34d29m00s,1.7,1
IC,1793,02h21m36s,+32d34m00s,1.8,1
IC,1795,02h26m30s,+62d04m00s,20.0,2
IC,1796,02h22m48s,-41d22m00s,1.5,2
IC,1797,02h25m30s,+20d24m00s,1.2,1
IC,1799,02h28m42s,+45d58m00s,1.3,1
IC,1805,02h32m42s,+61d27m00s,60.0,3
IC,1808,02h30m30s,-04d14m00s,0.6,1
IC,1809,02h31m36s,+22d55m00s,1.2,1
IC,1810,02h29m24s,-43d04m00s,1.4,2
IC,1811,02h30m36s,-34d16m00s,1.9,2
IC,1812,02h29m30s,-42d49m00s,2.1,2
IC,1813,02h30m48s,-34d13m00s,1.6,2
IC,1814,02h31m06s,-36d02m00s,2.1,2
IC,1815,02h34m18s,+32d26m00s,2.0,1
IC,1816,02h31m54s,-36d40m00s,1.9,2
IC,1823,02h38m36s,+32d04m00s,2.3,1
IC,1825,02h38m54s,+09d06m00s,1.4,1
IC,1826,02h39m06s,-27d27m00s,1.7,2
IC,1827,02h39m42s,+01d33m00s,1.2,1
IC,1828,02h40m24s,+19d18m00s,1.6,1
IC,1830,02h39m06s,-27d27m00s,1.8,1
IC,1832,02h41m54s,+19d02m00s,0.4,1
IC,1833,02h41m36s,-28d10m00s,1.6,2
IC,1838,02h44m42s,+19d27m00s,0.6,1
IC,1839,02h44m48s,+15d15m00s,1.1,1
IC,1840,02h43m48s,-15d42m00s,0.6,1
IC,1843,02h45m24s,+02d53m00s,1.7,1
IC,1844,02h45m48s,+03d15m00s,0.7,1
IC,1846,02h47m42s,+13d15m00s,1.1,1
IC,1848,02h51m12s,+60d26m00s,60.0,3
IC,1852,02h49m00s,+13d13m00s,1.3,1
IC,1853,02h48m00s,-13d59m00s,0.8,1
IC,1856,02h48m54s,-00d46m00s,1.3,2
IC,1857,02h49m42s,+14d37m00s,1.0,1
IC,1858,02h49m06s,-31d17m00s,1.7,2
IC,1859,02h48m48s,-31d11m00s,1.2,1
IC,1860,02h49m36s,-31d11m00s,1.9,2
IC,1862,02h52m00s,-33d20m00s,3.2,2
IC,1865,02h55m24s,+08d49m00s,1.6,1
IC,1866,02h54m54s,-15d38m00s,0.4,1
IC,1867,02h55m54s,+09d18m00s,2.2,1
IC,1870,02h57m54s,-02d21m00s,2.9,2
IC,1871,03h06m24s,+60d41m00s,4.0,2
IC,1874,03h06m24s,+36d00m00s,0.9,1
