cat,name,ra,dec,size,bri
NGC,3288,10h36m24s,+58d33m00s,1.2,1
NGC,3289,10h34m12s,-35d20m00s,2.2,2
NGC,329,00h58m00s,-05d04m00s,1.9,1
NGC,3290,10h35m06s,-17d16m00s,1.4,1
NGC,3291,10h36m06s,+37d15m00s,1.0,1
NGC,3293,10h35m48s,-58d14m00s,40.0,3
NGC,3294,10h36m18s,+37d20m00s,3.3,2
NGC,3299,10h36m24s,+12d42m00s,2.1,1
NGC,330,00h56m12s,-72d29m00s,2.0,2
NGC,3300,10h36m36s,+14d10m00s,2.1,1
NGC,3301,10h36m54s,+21d53m00s,3.6,2
NGC,3303,10h37m06s,+18d08m00s,3.0,1
NGC,3304,10h37m36s,+37d27m00s,1.7,1
NGC,3306,10h37m12s,+12d39m00s,1.5,1
NGC,3307,10h36m18s,-27d32m00s,1.0,1
NGC,3308,10h36m24s,-27d26m00s,2.0,1
NGC,3309,10h36m36s,-27d31m00s,1.9,2
NGC,3310,10h38m42s,+53d30m00s,3.6,2
NGC,3311,10h36m42s,-27d32m00s,2.5,2
NGC,3312,10h37m00s,-27d34m00s,3.6,2
NGC,3314,10h37m12s,-27d41m00s,2.0,1
NGC,3316,10h37m36s,-27d36m00s,1.2,1
NGC,3317,10h37m24s,-27d29m00s,0.6,1
NGC,3318,10h37m18s,-41d38m00s,2.6,2
NGC,3319,10h39m12s,+41d41m00s,6.8,2
NGC,3320,10h39m36s,+47d24m00s,2.2,1
NGC,3321,10h38m48s,-11d39m00s,2.7,2
NGC,3324,10h37m18s,-58d38m00s,16.0,3
NGC,3329,10h44m42s,+76d49m00s,2.1,1
NGC,3330,10h38m36s,-54d09m00s,7.0,3
NGC,3338,10h42m06s,+13d45m00s,5.5,2
NGC,3343,10h46m06s,+73d21m00s,1.6,1
NGC,3344,10h43m30s,+24d55m00s,6.9,2
NGC,3346,10h43m42s,+14d52m00s,2.8,2
NGC,3347,10h42m48s,-36d22m00s,4.4,1
NGC,3348,10h47m12s,+72d50m00s,2.2,2
NGC,335,00h59m18s,-18d14m00s,1.2,2
NGC,3351,10h44m00s,+11d42m00s,7.4,2
NGC,3353,10h45m24s,+55d58m00s,1.5,1
NGC,3357,10h44m24s,+14d05m00s,1.9,1
NGC,3358,10h43m36s,-36d23m00s,3.8,1
NGC,3359,10h46m36s,+63d13m00s,6.8,2
NGC,3364,10h48m30s,+72d25m00s,1.9,1
NGC,3365,10h46m18s,+01d49m00s,4.7,1
NGC,3367,10h46m36s,+13d45m00s,2.3,2
NGC,3368,10h46m48s,+11d49m00s,7.1,2
NGC,337,00h59m48s,-07d35m00s,2.8,2
NGC,3370,10h47m06s,+17d16m00s,3.1,2
NGC,3372,10h43m48s,-59d52m00s,120.0,2
NGC,3377,10h47m42s,+13d59m00s,4.4,2
NGC,3379,10h47m48s,+12d35m00s,4.5,2
NGC,3380,10h48m12s,+28d36m00s,1.9,1
NGC,3381,10h48m24s,+34d42m00s,2.4,1
NGC,3384,10h48m18s,+12d38m00s,5.9,2
NGC,3389,10h48m30s,+12d32m00s,2.7,2
NGC,339,00h57m42s,-74d29m00s,2.2,2
NGC,3390,10h48m06s,-31d32m00s,4.0,1
NGC,3395,10h49m48s,+32d59m00s,1.9,1
NGC,3396,10h49m54s,+32d59m00s,2.8,1
NGC,3398,10h51m30s,+55d23m00s,1.3,2
NGC,3400,10h50m48s,+28d28m00s,1.4,1
NGC,3403,10h53m54s,+73d41m00s,3.1,1
NGC,3404,10h50m18s,-12d07m00s,2.6,1
NGC,3407,10h52m18s,+61d23m00s,1.7,1
NGC,3408,10h52m12s,+58d26m00s,1.0,1
NGC,3412,10h50m54s,+13d25m00s,3.6,2
NGC,3413,10h51m18s,+32d46m00s,2.4,1
NGC,3414,10h51m18s,+27d59m00s,3.6,2
NGC,3415,10h51m42s,+43d43m00s,2.4,1
NGC,3418,10h51m18s,+28d07m00s,1.2,1
NGC,3419,10h51m18s,+13d57m00s,1.1,1
NGC,3423,10h51m12s,+05d50m00s,3.9,2
NGC,3424,10h51m48s,+32d54m00s,3.0,1
NGC,3430,10h52m12s,+32d57m00s,3.9,2
NGC,3432,10h52m30s,+36d37m00s,6.2,2
NGC,3433,10h52m06s,+10d09m00s,3.5,2
NGC,3437,10h52m36s,+22d56m00s,2.6,1
NGC,344,01h01m36s,-23d16m00s,0.9,2
NGC,3440,10h53m54s,+57d07m00s,2.3,1
NGC,3442,10h53m06s,+33d55m00s,0.7,1
NGC,3443,10h53m00s,+17d34m00s,2.5,1
NGC,3444,10h53m00s,+10d13m00s,1.2,2
NGC,3445,10h54m36s,+56d59m00s,1.6,1
NGC,3447,10h53m24s,+16d46m00s,3.8,1
NGC,3448,10h54m42s,+54d19m00s,5.4,2
NGC,3449,10h52m54s,-32d56m00s,2.6,1
NGC,3450,10h48m06s,-20d51m00s,2.7,1
NGC,3454,10h54m30s,+17d21m00s,2.2,1
NGC,3455,10h54m30s,+17d17m00s,2.8,1
NGC,3456,10h54m06s,-16d02m00s,2.1,1
NGC,3458,10h56m00s,+57d07m00s,1.7,1
NGC,346,00h59m06s,-72d11m00s,14.0,2
NGC,3464,10h54m42s,-21d04m00s,2.8,1
NGC,3466,10h56m18s,+09d45m00s,1.3,1
NGC,3470,10h58m42s,+59d31m00s,1.7,1
NGC,3471,10h59m06s,+61d32m00s,2.0,1
NGC,3478,10h59m30s,+46d07m00s,2.8,1
NGC,348,01h00m54s,-53d15m00s,1.1,2
NGC,3482,10h58m36s,-46d35m00s,2.0,2
NGC,3485,11h00m00s,+14d50m00s,2.5,1
NGC,3486,11h00m24s,+28d58m00s,6.9,2
NGC,3488,11h01m24s,+57d41m00s,2.0,1
NGC,3489,11h00m18s,+13d54m00s,3.7,2
NGC,3495,11h01m18s,+03d38m00s,4.6,1
NGC,3496,10h59m48s,-60d20m00s,9.0,3
NGC,3499,11h03m12s,+56d13m00s,1.0,1
NGC,3501,11h02m54s,+17d59m00s,3.7,1
NGC,3503,11h01m18s,-59d51m00s,3.0,2
NGC,3504,11h03m12s,+27d58m00s,2.7,2
NGC,3506,11h03m12s,+11d05m00s,1.3,1
NGC,3507,11h03m30s,+18d08m00s,3.5,2
NGC,3509,11h04m24s,+04d50m00s,2.3,1
NGC,3510,11h03m42s,+28d53m00s,3.8,1
NGC,3511,11h03m24s,-23d05m00s,5.4,2
NGC,3512,11h04m00s,+28d02m00s,1.7,1
NGC,3513,11h03m48s,-23d15m00s,2.8,2
NGC,3515,11h04m36s,+28d14m00s,1.1,1
NGC,3516,11h06m48s,+72d34m00s,2.3,2
NGC,3517,11h05m36s,+56d31m00s,1.2,1
NGC,352,01h02m06s,-04d15m00s,2.7,1
NGC,3521,11h05m48s,-00d02m00s,9.5,3
NGC,3528,11h07m18s,-19d28m00s,3.0,2
NGC,3529,11h07m18s,-19d33m00s,1.5,2
NGC,3532,11h06m24s,-58d40m00s,55.0,3
NGC,3533,11h07m12s,-37d10m00s,2.6,2
NGC,354,01h03m18s,+22d20m00s,0.9,1
NGC,3547,11h09m54s,+10d43m00s,2.2,1
NGC,3549,11h10m54s,+53d23m00s,3.2,2
NGC,3550,11h10m36s,+28d46m00s,1.4,1
NGC,3556,11h11m30s,+55d40m00s,8.3,2
NGC,3557,11h10m00s,-37d32m00s,4.0,2
NGC,3558,11h10m54s,+28d33m00s,1.3,1
NGC,3559,11h10m42s,+12d01m00s,1.5,1
NGC,3561,11h11m12s,+28d43m00s,1.1,1
NGC,3563,11h11m24s,+26d58m00s,1.4,1
NGC,3564,11h10m36s,-37d33m00s,2.1,1
NGC,3568,11h10m48s,-37d27m00s,2.4,2
NGC,357,01h03m24s,-06d20m00s,2.6,2
NGC,3570,11h12m06s,+27d35m00s,1.3,1
NGC,3571,11h11m30s,-18d17m00s,3.3,1
NGC,3572,11h10m24s,-60d14m00s,20.0,3
NGC,3574,11h12m12s,+27d37m00s,0.5,2
NGC,3576,11h11m48s,-61d23m00s,20.0,2
NGC,3577,11h13m48s,+48d16m00s,1.7,1
NGC,3583,11h14m12s,+48d19m00s,2.8,2
NGC,3585,11h13m18s,-26d45m00s,2.9,2
NGC,3587,11h14m48s,+55d01m00s,3.2,2
NGC,3589,11h15m12s,+60d42m00s,1.7,1
NGC,3590,11h12m54s,-60d47m00s,4.0,3
NGC,3592,11h14m24s,+17d16m00s,2.0,1
NGC,3593,11h14m36s,+12d49m00s,5.8,2
NGC,3595,11h15m24s,+47d27m00s,1.7,1
NGC,3596,11h15m06s,+14d47m00s,4.2,2
NGC,3599,11h15m24s,+18d07m00s,2.8,2
NGC,36,00h11m24s,+06d23m00s,2.4,1
NGC,360,01h02m54s,-65d37m00s,3.3,2
NGC,3600,11h15m48s,+41d36m00s,4.3,2
NGC,3603,11h15m06s,-61d15m00s,12.0,2
NGC,3605,11h16m48s,+18d01m00s,1.7,1
NGC,3607,11h16m54s,+18d03m00s,3.7,2
NGC,3608,11h17m00s,+18d09m00s,3.0,2
NGC,361,01h02m12s,-71d33m00s,1.5,2
NGC,3610,11h18m24s,+58d47m00s,3.2,2
NGC,3611,11h17m30s,+04d33m00s,2.4,1
NGC,3613,11h18m36s,+58d00m00s,3.6,2
NGC,3614,11h18m18s,+45d45m00s,4.6,2
NGC,3619,11h19m24s,+57d46m00s,3.1,1
NGC,362,01h03m12s,-70d51m00s,12.9,3
NGC,3620,11h16m06s,-76d13m00s,2.8,2
NGC,3621,11h18m18s,-32d49m00s,10.0,2
NGC,3623,11h18m54s,+13d05m00s,10.0,2
NGC,3625,11h20m30s,+57d47m00s,2.2,1
NGC,3626,11h20m06s,+18d21m00s,3.1,2
NGC,3627,11h20m12s,+12d59m00s,8.7,2
NGC,3628,11h20m18s,+13d36m00s,14.8,2
NGC,3629,11h20m30s,+26d58m00s,2.2,1
NGC,3630,11h20m18s,+02d58m00s,2.3,1
NGC,3631,11h21m00s,+53d10m00s,4.6,2
NGC,3633,11h20m24s,+03d35m00s,1.4,1
NGC,3636,11h20m24s,-10d17m00s,1.1,1
NGC,3637,11h20m42s,-10d16m00s,1.7,1
NGC,3640,11h21m06s,+03d14m00s,4.1,2
NGC,3641,11h21m12s,+03d12m00s,1.1,1
NGC,3642,11h22m18s,+59d05m00s,5.8,2
NGC,3643,11h21m24s,+03d01m00s,1.1,1
NGC,3646,11h21m42s,+20d10m00s,3.9,2
NGC,3649,11h22m12s,+20d13m00s,1.6,1
NGC,3650,11h22m36s,+20d42m00s,1.9,1
NGC,3652,11h22m36s,+37d46m00s,2.4,1
NGC,3655,11h22m54s,+16d35m00s,1.6,2
NGC,3656,11h23m36s,+53d51m00s,1.7,1
NGC,3657,11h23m54s,+52d55m00s,1.8,2
NGC,3658,11h24m00s,+38d34m00s,2.1,1
NGC,3659,11h23m48s,+17d49m00s,2.1,1
NGC,366,01h06m24s,+62d14m00s,3.0,2
NGC,3660,11h23m36s,-08d40m00s,2.8,1
NGC,3662,11h23m48s,-01d06m00s,1.6,1
NGC,3664,11h24m24s,+03d20m00s,2.0,1
NGC,3665,11h24m42s,+38d46m00s,3.2,2
NGC,3666,11h24m24s,+11d21m00s,4.2,2
NGC,3669,11h25m24s,+57d43m00s,2.3,1
NGC,3672,11h25m00s,-09d48m00s,4.1,2
NGC,3673,11h25m12s,-26d44m00s,3.5,2
NGC,3674,11h26m24s,+57d03m00s,2.0,1
NGC,3675,11h26m06s,+43d35m00s,5.9,2
NGC,3677,11h26m18s,+46d58m00s,2.0,1
NGC,3680,11h25m42s,-43d15m00s,12.0,3
NGC,3681,11h26m30s,+16d52m00s,2.5,2
NGC,3682,11h27m42s,+66d35m00s,2.0,1
NGC,3683,11h27m30s,+56d53m00s,2.0,1
NGC,3684,11h27m12s,+17d02m00s,3.2,2
NGC,3686,11h27m42s,+17d13m00s,3.3,2
NGC,3687,11h28m00s,+29d31m00s,2.0,1
NGC,3689,11h28m12s,+25d40m00s,1.6,1
NGC,369,01h05m06s,-17d45m00s,1.3,2
NGC,3690,11h28m30s,+58d33m00s,2.4,2
NGC,3691,11h28m12s,+16d55m00s,1.3,1
NGC,3692,11h28m24s,+09d24m00s,3.3,1
NGC,3694,11h28m54s,+35d24m00s,1.0,1
NGC,3699,11h28m00s,-59d57m00s,1.1,2
NGC,3705,11h30m06s,+09d17m00s,5.0,2
NGC,3706,11h29m42s,-36d25m00s,2.9,2
NGC,371,01h03m18s,-72d05m00s,8.0,2
NGC,3717,11h31m30s,-30d19m00s,5.8,2
NGC,3718,11h32m36s,+53d04m00s,8.7,2
NGC,3719,11h32m12s,+00d49m00s,2.0,1
NGC,3720,11h32m24s,+00d48m00s,1.1,1
NGC,3725,11h33m42s,+61d53m00s,1.4,1
NGC,3726,11h33m18s,+47d02m00s,6.0,2
NGC,3729,11h33m48s,+53d08m00s,3.1,2
NGC,3732,11h34m12s,-09d51m00s,1.3,1
NGC,3733,11h35m00s,+54d51m00s,4.8,2
NGC,3735,11h36m00s,+70d32m00s,4.2,2
NGC,3737,11h35m36s,+54d57m00s,1.3,1
NGC,3738,11h35m48s,+54d31m00s,2.6,2
NGC,3745,11h37m42s,+22d01m00s,0.4,2
NGC,3746,11h37m42s,+22d00m00s,1.3,1
NGC,3748,11h37m48s,+22d02m00s,0.8,2
NGC,375,01h07m06s,+32d21m00s,1.3,1
NGC,3750,11h37m54s,+21d58m00s,0.9,2
NGC,3751,11h37m54s,+21d56m00s,0.4,1
NGC,3753,11h37m54s,+21d59m00s,2.0,1
NGC,3754,11h37m54s,+21d59m00s,0.4,2
NGC,3755,11h36m36s,+36d25m00s,3.2,1
NGC,3756,11h36m48s,+54d18m00s,4.4,2
NGC,3759,11h36m54s,+54d49m00s,1.5,1
NGC,3766,11h36m06s,-61d37m00s,12.0,3
NGC,3769,11h37m42s,+47d54m00s,3.2,2
NGC,3773,11h38m12s,+12d07m00s,1.6,1
NGC,3778,11h38m24s,-50d43m00s,1.4,2
NGC,3780,11h39m24s,+56d16m00s,3.1,2
NGC,3782,11h39m18s,+46d31m00s,1.7,1
NGC,3783,11h39m00s,-37d45m00s,1.9,1
NGC,3786,11h39m42s,+31d55m00s,2.4,1
NGC,3788,11h39m42s,+31d56m00s,2.2,1
NGC,379,01h07m18s,+32d31m00s,1.8,1
NGC,3795,11h40m06s,+58d37m00s,2.4,1
NGC,3797,11h40m06s,+31d54m00s,0.2,1
NGC,3799,11h40m12s,+15d20m00s,0.9,1
NGC,380,01h07m18s,+32d29m00s,1.6,1
NGC,3800,11h40m12s,+15d21m00s,2.1,1
NGC,3801,11h40m18s,+17d44m00s,3.2,1
NGC,3802,11h40m18s,+17d46m00s,1.4,1
NGC,3804,11h40m54s,+56d12m00s,2.4,1
NGC,3807,11h40m48s,+17d47m00s,1.5,1
NGC,3808,11h40m42s,+22d27m00s,0.7,2
NGC,381,01h08m18s,+61d35m00s,6.0,2
NGC,3810,11h41m00s,+11d28m00s,4.3,2
NGC,3811,11h41m18s,+47d42m00s,2.4,1
NGC,3813,11h41m18s,+36d33m00s,2.3,2
NGC,3818,11h42m00s,-06d09m00s,2.1,2
NGC,382,01h07m24s,+32d24m00s,0.4,1
NGC,3824,11h42m48s,+52d47m00s,1.6,1
NGC,3829,11h43m30s,+52d43m00s,1.2,1
NGC,383,01h07m24s,+32d25m00s,2.3,2
NGC,3834,11h43m36s,+19d05m00s,1.9,2
NGC,3835,11h44m06s,+60d07m00s,2.0,1
NGC,3838,11h44m12s,+57d57m00s,1.7,1
NGC,384,01h07m24s,+32d18m00s,1.1,1
NGC,3842,11h44m00s,+19d57m00s,1.2,1
NGC,3846,11h44m30s,+55d40m00s,1.2,1
NGC,385,01h07m24s,+32d19m00s,1.5,1
NGC,3850,11h45m36s,+55d53m00s,2.3,1
NGC,3858,11h44m54s,-09d16m00s,1.9,1
NGC,386,01h07m30s,+32d22m00s,0.9,1
NGC,3862,11h45m06s,+19d36m00s,1.6,1
NGC,3865,11h44m54s,-09d14m00s,2.3,1
NGC,3870,11h45m54s,+50d12m00s,1.3,1
NGC,3872,11h45m48s,+13d46m00s,2.2,2
NGC,3877,11h46m06s,+47d30m00s,5.4,2
NGC,388,01h07m48s,+32d19m00s,0.8,1
NGC,3885,11h46m48s,-27d55m00s,1.7,1
NGC,3887,11h47m06s,-16d51m00s,3.3,2
NGC,3888,11h47m36s,+55d58m00s,1.8,1
NGC,3892,11h48m00s,-10d58m00s,2.8,2
NGC,3893,11h48m36s,+48d43m00s,4.4,2
NGC,3894,11h48m48s,+59d25m00s,2.4,1
NGC,3895,11h49m06s,+59d26m00s,1.4,1
NGC,3896,11h48m54s,+48d41m00s,1.7,1
NGC,3897,11h49m00s,+35d01m00s,2.1,1
NGC,3898,11h49m12s,+56d05m00s,4.4,2
NGC,3900,11h49m12s,+27d01m00s,3.5,2
NGC,3902,11h49m18s,+26d07m00s,1.8,1
NGC,3904,11h49m12s,-29d17m00s,2.2,2
NGC,3905,11h49m06s,-09d44m00s,1.8,2
NGC,3906,11h49m42s,+48d26m00s,1.9,1
NGC,3912,11h50m06s,+26d29m00s,1.7,1
NGC,3913,11h50m36s,+55d21m00s,2.6,1
NGC,3916,11h50m48s,+55d09m00s,1.8,1
NGC,3917,11h50m48s,+51d50m00s,4.9,2
NGC,3918,11h50m18s,-57d11m00s,0.2,3
NGC,3921,11h51m06s,+55d05m00s,2.2,1
NGC,3923,11h51m00s,-28d48m00s,2.9,2
NGC,3924,11h52m36s,+50d01m00s,1.9,1
NGC,3928,11h51m48s,+48d41m00s,1.8,1
NGC,3930,11h51m48s,+38d01m00s,3.8,2
NGC,3931,11h51m12s,+52d00m00s,1.4,1
NGC,3936,11h52m18s,-26d54m00s,4.0,1
NGC,3938,11h52m48s,+44d07m00s,5.4,2
NGC,3941,11h52m54s,+36d59m00s,3.8,2
NGC,3945,11h53m12s,+60d41m00s,5.5,2
NGC,3947,11h53m24s,+20d45m00s,1.6,1
NGC,3948,11h53m24s,+20d59m00s,0.5,1
NGC,3949,11h53m42s,+47d52m00s,3.0,2
NGC,3952,11h53m42s,-04d00m00s,1.5,1
NGC,3953,11h53m48s,+52d20m00s,6.6,2
NGC,3955,11h54m00s,-23d10m00s,3.2,2
NGC,3956,11h54m00s,-20d34m00s,3.5,1
NGC,3957,11h54m00s,-19d34m00s,3.5,1
NGC,3958,11h54m36s,+58d22m00s,1.6,1
NGC,3960,11h50m54s,-55d42m00s,7.0,3
NGC,3962,11h54m42s,-13d58m00s,2.9,2
NGC,3963,11h55m00s,+58d30m00s,2.8,2
NGC,3968,11h55m30s,+11d58m00s,3.0,1
NGC,3972,11h55m48s,+55d19m00s,4.0,1
NGC,3975,11h55m54s,+60d32m00s,0.8,1
NGC,3976,11h56m00s,+06d45m00s,3.9,2
NGC,3977,11h56m06s,+55d24m00s,1.7,1
NGC,3978,11h56m12s,+60d31m00s,1.8,1
NGC,3980,11h56m06s,+55d23m00s,1.8,1
NGC,3981,11h56m06s,-19d54m00s,3.9,2
NGC,3982,11h56m30s,+55d08m00s,2.5,2
NGC,3985,11h56m42s,+48d20m00s,1.2,1
NGC,3986,11h56m42s,+32d01m00s,3.1,1
NGC,3987,11h57m18s,+25d12m00s,2.5,1
NGC,3990,11h57m36s,+55d28m00s,1.7,1
NGC,3991,11h57m30s,+32d20m00s,1.4,1
NGC,3992,11h57m36s,+53d23m00s,7.6,2
NGC,3993,11h57m36s,+25d15m00s,1.9,1
NGC,3994,11h57m36s,+32d17m00s,1.1,1
NGC,3995,11h57m42s,+32d18m00s,2.8,1
NGC,3997,11h57m48s,+25d16m00s,1.8,1
NGC,3998,11h57m54s,+55d27m00s,3.1,2
NGC,40,00h13m00s,+72d32m00s,0.6,2
NGC,4004,11h58m06s,+27d53m00s,2.2,1
NGC,4008,11h58m18s,+28d12m00s,2.5,2
NGC,4010,11h58m36s,+47d16m00s,4.2,1
NGC,4013,11h58m30s,+43d57m00s,5.2,2
NGC,4016,11h58m24s,+27d31m00s,1.5,1
NGC,4017,11h58m42s,+27d26m00s,1.8,1
NGC,4020,11h58m54s,+30d25m00s,2.1,1
NGC,4024,11h58m30s,-18d21m00s,2.3,1
NGC,4025,11h59m12s,+37d48m00s,3.3,1
NGC,4026,11h59m24s,+50d58m00s,5.1,2
NGC,4027,11h59m30s,-19d16m00s,3.0,2
NGC,403,01h09m12s,+32d45m00s,2.1,1
NGC,4030,12h00m24s,-01d06m00s,4.3,2
NGC,4032,12h00m36s,+20d04m00s,2.1,1
NGC,4033,12h00m36s,-17d51m00s,2.5,1
NGC,4035,12h00m30s,-15d57m00s,1.4,2
NGC,4036,12h01m24s,+61d54m00s,4.5,2
NGC,4037,12h01m24s,+13d24m00s,2.7,1
NGC,4038,12h01m54s,-18d52m00s,2.6,2
NGC,4039,12h01m54s,-18d53m00s,3.2,1
NGC,404,01h09m24s,+35d43m00s,4.4,2
NGC,4041,12h02m12s,+62d08m00s,2.8,2
NGC,4045,12h02m42s,+01d59m00s,2.8,2
NGC,4047,12h02m54s,+48d38m00s,1.5,1
NGC,4050,12h02m54s,-16d22m00s,3.1,2
NGC,4051,12h03m12s,+44d32m00s,5.0,2
NGC,4052,12h01m54s,-63d12m00s,8.0,2
NGC,406,01h07m24s,-69d53m00s,3.8,2
NGC,4061,12h04m06s,+20d13m00s,1.5,1
NGC,4062,12h04m06s,+31d54m00s,4.3,2
NGC,4064,12h04m12s,+18d27m00s,4.5,2
NGC,4065,12h04m12s,+20d13m00s,1.5,1
NGC,4067,12h04m12s,+10d51m00s,1.5,1
NGC,4068,12h04m00s,+52d35m00s,3.2,1
NGC,407,01h10m36s,+33d07m00s,2.0,1
NGC,4071,12h04m12s,-67d18m00s,1.3,2
NGC,4073,12h04m30s,+01d54m00s,2.5,1
NGC,4079,12h04m48s,-02d23m00s,2.4,1
NGC,4081,12h04m36s,+64d26m00s,1.8,1
NGC,4085,12h05m24s,+50d21m00s,2.8,1
NGC,4088,12h05m36s,+50d33m00s,5.8,2
NGC,409,01h09m30s,-35d48m00s,1.5,2
NGC,4094,12h05m54s,-14d32m00s,4.2,2
NGC,4096,12h06m00s,+47d29m00s,6.5,2
NGC,410,01h11m00s,+33d09m00s,2.6,1
NGC,4100,12h06m12s,+49d35m00s,5.2,2
NGC,4102,12h06m24s,+52d43m00s,3.2,2
NGC,4103,12h06m42s,-61d15m00s,7.0,3
NGC,4104,12h06m36s,+28d10m00s,3.0,1
NGC,4105,12h06m42s,-29d46m00s,2.4,2
NGC,4106,12h06m48s,-29d46m00s,1.9,2
NGC,4108,12h06m48s,+67d10m00s,1.9,1
NGC,4109,12h06m54s,+43d00m00s,0.8,1
NGC,4111,12h07m06s,+43d04m00s,4.8,2
NGC,4114,12h07m12s,-14d11m00s,2.3,1
NGC,4116,12h07m36s,+02d42m00s,3.8,2
NGC,4117,12h07m48s,+43d08m00s,2.8,1
NGC,4118,12h07m54s,+43d07m00s,0.9,1
NGC,4120,12h08m30s,+69d33m00s,1.9,1
NGC,4121,12h07m54s,+65d07m00s,0.6,1
NGC,4123,12h08m12s,+02d53m00s,4.5,2
NGC,4124,12h08m12s,+10d23m00s,4.6,2
NGC,4125,12h08m06s,+65d11m00s,5.1,2
NGC,4127,12h08m24s,+76d48m00s,2.3,1
NGC,4128,12h08m30s,+68d46m00s,2.8,1
NGC,4129,12h08m54s,-09d02m00s,2.6,1
NGC,4131,12h08m42s,+29d18m00s,1.6,1
NGC,4132,12h09m00s,+29d14m00s,1.1,1
NGC,4135,12h09m12s,+44d00m00s,1.0,1
NGC,4136,12h09m18s,+29d56m00s,4.1,2
NGC,4137,12h09m18s,+44d06m00s,1.2,1
NGC,4138,12h09m30s,+43d41m00s,2.9,2
NGC,4142,12h09m30s,+53d06m00s,2.3,1
NGC,4143,12h09m36s,+42d32m00s,2.9,2
NGC,4144,12h10m00s,+46d27m00s,5.9,2
NGC,4145,12h10m00s,+39d53m00s,5.8,2
NGC,4146,12h10m18s,+26d26m00s,1.6,1
NGC,4147,12h10m06s,+18d33m00s,4.0,2
NGC,4148,12h10m06s,+35d52m00s,1.8,1
NGC,4150,12h10m36s,+30d24m00s,2.5,2
NGC,4151,12h10m30s,+39d24m00s,5.9,2
NGC,4152,12h10m36s,+16d02m00s,2.3,2
NGC,4156,12h10m48s,+39d28m00s,1.5,1
NGC,4157,12h11m06s,+50d29m00s,6.9,2
NGC,4158,12h11m12s,+20d11m00s,2.0,1
NGC,416,01h08m06s,-72d21m00s,1.1,2
NGC,4162,12h11m54s,+24d07m00s,2.5,2
NGC,4163,12h12m12s,+36d10m00s,1.9,1
NGC,4165,12h12m12s,+13d15m00s,1.5,1
NGC,4168,12h12m18s,+13d12m00s,2.8,2
NGC,4169,12h12m12s,+29d10m00s,2.1,1
NGC,4171,12h12m18s,+29d12m00s,5.1,1
NGC,4173,12h12m18s,+29d11m00s,4.8,1
NGC,4174,12h12m24s,+29d08m00s,0.8,1
NGC,4175,12h12m30s,+29d09m00s,2.0,1
NGC,4178,12h12m48s,+10d52m00s,5.0,2
NGC,4179,12h12m54s,+01d18m00s,4.2,2
NGC,418,01h10m36s,-30d13m00s,2.3,1
NGC,4180,12h13m06s,+07d02m00s,1.8,1
NGC,4183,12h13m18s,+43d42m00s,5.0,1
NGC,4186,12h14m06s,+14d44m00s,1.4,1
NGC,4189,12h13m48s,+13d26m00s,2.5,2
NGC,419,01h08m18s,-72d53m00s,2.6,2
NGC,4190,12h13m42s,+36d38m00s,1.7,1
NGC,4192,12h13m48s,+14d54m00s,9.5,2
NGC,4193,12h13m54s,+13d10m00s,2.3,1
NGC,4194,12h14m12s,+54d32m00s,2.5,1
NGC,4196,12h14m24s,+28d25m00s,1.6,1
NGC,4197,12h14m36s,+05d48m00s,3.5,1
NGC,4203,12h15m06s,+33d12m00s,3.6,2
NGC,4204,12h15m12s,+20d39m00s,4.2,1
NGC,4206,12h15m18s,+13d02m00s,5.2,1
NGC,4207,12h15m30s,+09d35m00s,1.8,1
NGC,4210,12h15m18s,+65d59m00s,2.2,1
NGC,4211,12h15m36s,+28d11m00s,1.4,1
NGC,4212,12h15m42s,+13d54m00s,3.0,2
NGC,4214,12h15m36s,+36d20m00s,7.9,2
NGC,4215,12h15m54s,+06d24m00s,1.9,1
NGC,4216,12h15m54s,+13d09m00s,8.3,2
NGC,4217,12h15m48s,+47d06m00s,5.5,2
NGC,4218,12h15m48s,+48d08m00s,1.2,1
NGC,4219,12h16m24s,-43d20m00s,4.5,2
NGC,4220,12h16m12s,+47d53m00s,4.1,2
NGC,4221,12h16m00s,+66d14m00s,2.3,1
NGC,4222,12h16m24s,+13d19m00s,3.3,1
NGC,4224,12h16m36s,+07d28m00s,2.4,2
NGC,4226,12h16m24s,+47d02m00s,1.3,1
NGC,4227,12h16m30s,+33d31m00s,1.8,1
NGC,4230,12h17m18s,-55d08m00s,6.0,2
NGC,4231,12h16m48s,+47d27m00s,1.4,1
NGC,4232,12h16m48s,+47d26m00s,1.5,1
NGC,4233,12h17m06s,+07d37m00s,2.3,2
NGC,4234,12h17m12s,+03d41m00s,1.3,1
NGC,4235,12h17m12s,+07d11m00s,4.3,2
NGC,4236,12h16m42s,+69d28m00s,18.6,2
NGC,4237,12h17m12s,+15d19m00s,2.3,2
NGC,4238,12h16m54s,+63d25m00s,1.9,1
NGC,424,01h11m30s,-38d05m00s,2.1,2
NGC,4241,12h17m24s,+06d41m00s,2.5,2
NGC,4242,12h17m30s,+45d37m00s,4.8,2
NGC,4244,12h17m30s,+37d49m00s,16.2,2
NGC,4245,12h17m36s,+29d36m00s,3.3,2
NGC,4246,12h18m00s,+07d11m00s,2.5,1
NGC,4247,12h18m00s,+07d16m00s,0.7,1
NGC,4248,12h17m48s,+47d25m00s,3.0,1
NGC,4250,12h17m24s,+70d48m00s,2.7,1
